task,task_id,item_uid,trial_type,prompt,item,answer,response_alternatives,chance_level,prompt_phrase,prompt_image,full_prompt
matrix-reasoning,matrix,matrix_set3_md_mat62,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_62_M_ss2,tf3_62_T1_ss2_md,"tf3_62_T3_ss2_md,tf3_62_T2_ss2_md,tf3_62_T4_ss2_md",0.25,NA,tf3_62_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat25,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_25_M_ss1,tf3_25_T1_ss1_md,"tf3_25_T4_ss1_md,tf3_25_T2_ss1_md,tf3_25_T3_ss1_md",0.25,NA,tf3_25_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat70,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_70_M_ss1,tf3_70_T1_ss1_md,"tf3_70_T3_ss1_md,tf3_70_T4_ss1_md,tf3_70_T2_ss1_md",0.25,NA,tf3_70_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat28,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_28_M_ss1,tf3_28_T1_ss1_pd,"tf3_28_T2_ss1_md,tf3_28_T4_ss1_md,tf3_28_T3_ss1_md",0.25,NA,tf3_28_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat61,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_61_M_ss1,tf3_61_T1_ss1_md,"tf3_61_T3_ss1_md,tf3_61_T2_ss1_md,tf3_61_T4_ss1_md",0.25,NA,tf3_61_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat26,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_26_M_ss2,tf3_26_T1_ss2_md,"tf3_26_T4_ss2_md,tf3_26_T2_ss2_md,tf3_26_T3_ss2_md",0.25,NA,tf3_26_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat11,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_11_M_ss2,tf3_11_T1_ss2_pd,"tf3_11_T3_ss2_md,tf3_11_T4_ss2_md,tf3_11_T2_ss2_md",0.25,NA,tf3_11_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat34,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_34_M_ss1,tf3_34_T1_ss1_md,"tf3_34_T2_ss1_md,tf3_34_T4_ss1_md,tf3_34_T3_ss1_md",0.25,NA,tf3_34_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat44,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_44_M_ss2,tf3_44_T1_ss2_pd,"tf3_44_T4_ss2_md,tf3_44_T2_ss2_md,tf3_44_T3_ss2_md",0.25,NA,tf3_44_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat14,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_14_M_ss2,tf3_14_T1_ss2_md,"tf3_14_T3_ss2_md,tf3_14_T2_ss2_md,tf3_14_T4_ss2_md",0.25,NA,tf3_14_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat23,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_23_M_ss2,tf3_23_T1_ss2_pd,"tf3_23_T2_ss2_md,tf3_23_T4_ss2_md,tf3_23_T3_ss2_md",0.25,NA,tf3_23_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat64,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_64_M_ss1,tf3_64_T1_ss1_pd,"tf3_64_T3_ss1_md,tf3_64_T4_ss1_md,tf3_64_T2_ss1_md",0.25,NA,tf3_64_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat41,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_41_M_ss2,tf3_41_T1_ss2_md,"tf3_41_T2_ss2_md,tf3_41_T4_ss2_md,tf3_41_T3_ss2_md",0.25,NA,tf3_41_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat31,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_31_M_ss1,tf3_31_T1_ss1_pd,"tf3_31_T4_ss1_md,tf3_31_T2_ss1_md,tf3_31_T3_ss1_md",0.25,NA,tf3_31_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat50,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_50_M_ss2,tf3_50_T1_ss2_md,"tf3_50_T4_ss2_md,tf3_50_T2_ss2_md,tf3_50_T3_ss2_md",0.25,NA,tf3_50_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat32,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_32_M_ss2,tf3_32_T1_ss2_pd,"tf3_32_T4_ss2_md,tf3_32_T2_ss2_md,tf3_32_T3_ss2_md",0.25,NA,tf3_32_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat30,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_30_M_ss3,tf3_30_T1_ss3_pd,"tf3_30_T2_ss3_md,tf3_30_T4_ss3_md,tf3_30_T3_ss3_md",0.25,NA,tf3_30_M_ss3,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat29,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_29_M_ss2,tf3_29_T1_ss2_md,"tf3_29_T4_ss2_md,tf3_29_T2_ss2_md,tf3_29_T3_ss2_md",0.25,NA,tf3_29_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat35,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_35_M_ss2,tf3_35_T1_ss2_pd,"tf3_35_T4_ss2_md,tf3_35_T2_ss2_md,tf3_35_T3_ss2_md",0.25,NA,tf3_35_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat71,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_71_M_ss2,tf3_71_T1_ss2_pd,"tf3_71_T3_ss2_md,tf3_71_T2_ss2_md,tf3_71_T4_ss2_md",0.25,NA,tf3_71_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat38,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_38_M_ss2,tf3_38_T1_ss2_md,"tf3_38_T2_ss2_md,tf3_38_T4_ss2_md,tf3_38_T3_ss2_md",0.25,NA,tf3_38_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat21,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_21_M_ss3,tf3_21_T1_ss3_pd,"tf3_21_T4_ss3_md,tf3_21_T2_ss3_md,tf3_21_T3_ss3_md",0.25,NA,tf3_21_M_ss3,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat74,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_74_M_ss2,tf3_74_T1_ss2_md,"tf3_74_T3_ss2_md,tf3_74_T4_ss2_md,tf3_74_T2_ss2_md",0.25,NA,tf3_74_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat24,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_24_M_ss3,tf3_24_T1_ss3_md,"tf3_24_T2_ss3_md,tf3_24_T4_ss3_md,tf3_24_T3_ss3_md",0.25,NA,tf3_24_M_ss3,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat68,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_68_M_ss2,tf3_68_T1_ss2_pd,"tf3_68_T3_ss2_md,tf3_68_T4_ss2_md,tf3_68_T2_ss2_md",0.25,NA,tf3_68_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat57,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_57_M_ss3,tf3_57_T1_ss3_pd,"tf3_57_T4_ss3_md,tf3_57_T2_ss3_md,tf3_57_T3_ss3_md",0.25,NA,tf3_57_M_ss3,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat60,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_60_M_ss3,tf3_60_T1_ss3_md,"tf3_60_T3_ss3_md,tf3_60_T4_ss3_md,tf3_60_T2_ss3_md",0.25,NA,tf3_60_M_ss3,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat22,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_22_M_ss1,tf3_22_T1_ss1_md,"tf3_22_T4_ss1_md,tf3_22_T2_ss1_md,tf3_22_T3_ss1_md",0.25,NA,tf3_22_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_md_mat65,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_65_M_ss2,tf3_65_T1_ss2_md,"tf3_65_T3_ss2_md,tf3_65_T2_ss2_md,tf3_65_T4_ss2_md",0.25,NA,tf3_65_M_ss2,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
matrix-reasoning,matrix,matrix_set3_pd_mat40,Matrix Reasoning,Choose the best pattern to fill in the blank.,tf3_40_M_ss1,tf3_40_T1_ss1_pd,"tf3_40_T4_ss1_md,tf3_40_T2_ss1_md,tf3_40_T3_ss1_md",0.25,NA,tf3_40_M_ss1,"<prompt_image> Choose the best option to fill in the blank. Answer with A, B, C, or D. A: <image1>; B: <image2>; C: <image3>; D: <image4>"
mental-rotation,mrot,Rn-000_Rn-000,2,Choose the picture that matches this one.,Rn-000,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-000,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,Rp-000_Rp-000,2,Choose the matching picture.,Rp-000,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-000,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_020_Rp-020,2,Choose the matching picture.,Rp-020,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-020,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_040_Rn-040,2,Choose the matching picture.,Rn-040,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-040,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_040_Rp-040,2,Choose the matching picture.,Rp-040,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-040,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_020_Rn-020,2,Choose the matching picture.,Rn-020,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-020,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_080_Rp-080,2,Choose the matching picture.,Rp-080,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-080,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_120_Rp-120,2,Choose the matching picture.,Rp-120,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_160_Rp-160,2,Choose the matching picture.,Rp-160,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_120_Rn-120,2,Choose the matching picture.,Rn-120,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_200_Rp-200,2,Choose the matching picture.,Rp-200,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_160_Rn-160,2,Choose the matching picture.,Rn-160,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_080_Rn-080,2,Choose the matching picture.,Rn-080,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-080,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_120_Rp-120,2,Choose the matching picture.,Rp-120,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_160_Rp-160,2,Choose the matching picture.,Rp-160,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_120_Rn-120,2,Choose the matching picture.,Rn-120,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_160_Rn-160,2,Choose the matching picture.,Rn-160,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_200_Rn-200,2,Choose the matching picture.,Rn-200,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_200_Rp-200,2,Choose the matching picture.,Rp-200,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_240_Rp-240,2,Choose the matching picture.,Rp-240,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-240,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_200_Rn-200,2,Choose the matching picture.,Rn-200,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_240_Rn-240,2,Choose the matching picture.,Rn-240,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-240,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_280_Rp-280,2,Choose the matching picture.,Rp-280,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-280,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_320_Rp-320,2,Choose the matching picture.,Rp-320,Rp-000-silh,Rn-000-silh,0.5,NA,Rp-320,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_280_Rn-280,2,Choose the matching picture.,Rn-280,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-280,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_rabbit_320_Rn-320,2,Choose the matching picture.,Rn-320,Rn-000-silh,Rp-000-silh,0.5,NA,Rn-320,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_200_Dp-200,2,Choose the matching picture.,Dp-200,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_040_Dn-040,2,Choose the matching picture.,Dn-040,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-040,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_120_Dp-120,2,Choose the matching picture.,Dp-120,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_080_Dn-080,2,Choose the matching picture.,Dn-080,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-080,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_160_Dn-160,2,Choose the matching picture.,Dn-160,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_040_Dp-040,2,Choose the matching picture.,Dp-040,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-040,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_200_Dn-200,2,Choose the matching picture.,Dn-200,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_080_Dp-080,2,Choose the matching picture.,Dp-080,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-080,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_120_Dp-120,2,Choose the matching picture.,Dp-120,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_160_Dp-160,2,Choose the matching picture.,Dp-160,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_120_Dn-120,2,Choose the matching picture.,Dn-120,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_200_Dp-200,2,Choose the matching picture.,Dp-200,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_080_Dn-080,2,Choose the matching picture.,Dn-080,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-080,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_120_Dn-120,2,Choose the matching picture.,Dn-120,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-120,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_160_Dp-160,2,Choose the matching picture.,Dp-160,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_160_Dn-160,2,Choose the matching picture.,Dn-160,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-160,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_200_Dn-200,2,Choose the matching picture.,Dn-200,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-200,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_240_Dp-240,2,Choose the matching picture.,Dp-240,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-240,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_240_Dn-240,2,Choose the matching picture.,Dn-240,Dn-000-silh,Dp-000-silh,0.5,NA,Dn-240,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
mental-rotation,mrot,mrot_2d_duck_280_Dp-280,2,Choose the matching picture.,Dp-280,Dp-000-silh,Dn-000-silh,0.5,NA,Dp-280,<prompt_image> Choose the option that matches this image. Answer with A or B. A: <image1>; B: <image2>
